timestamp,device_id,temperature,humidity
2024-08-01 00:51:00+00:00,device-001,24.97,44.46
2024-08-01 00:52:00+00:00,device-001,24.23,45.39
2024-08-01 00:53:00+00:00,device-001,24.71,45.68
2024-08-01 00:54:00+00:00,device-001,24.36,45.36
2024-08-01 00:55:00+00:00,device-001,24.89,45.54
2024-08-01 00:56:00+00:00,device-001,24.9,45.52
2024-08-01 00:57:00+00:00,device-001,24.48,45.96
2024-08-01 00:58:00+00:00,device-001,24.57,45.69
2024-08-01 00:59:00+00:00,device-001,24.39,45.33
2024-08-01 01:00:00+00:00,device-001,24.78,44.87
2024-08-01 01:01:00+00:00,device-001,25.05,45.0
2024-08-01 01:02:00+00:00,device-001,24.28,44.99
2024-08-01 01:03:00+00:00,device-001,24.76,44.84
2024-08-01 01:04:00+00:00,device-001,24.46,45.13
2024-08-01 01:05:00+00:00,device-001,24.18,44.56
2024-08-01 01:06:00+00:00,device-001,24.46,45.51
2024-08-01 01:07:00+00:00,device-001,24.66,45.39
2024-08-01 01:08:00+00:00,device-001,24.63,46.31
2024-08-01 01:09:00+00:00,device-001,24.59,46.08
2024-08-01 01:10:00+00:00,device-001,24.9,45.04
2024-08-01 01:11:00+00:00,device-001,24.54,45.01
2024-08-01 01:12:00+00:00,device-001,24.61,45.68
2024-08-01 01:13:00+00:00,device-001,24.7,45.3
2024-08-01 01:14:00+00:00,device-001,24.79,44.95
2024-08-01 01:15:00+00:00,device-001,24.75,45.22
2024-08-01 01:16:00+00:00,device-001,24.75,45.07
2024-08-01 01:17:00+00:00,device-001,24.2,44.89
2024-08-01 01:18:00+00:00,device-001,24.78,45.47
2024-08-01 01:19:00+00:00,device-001,24.32,45.15
2024-08-01 01:20:00+00:00,device-001,25.83,45.79
2024-08-01 01:21:00+00:00,device-001,24.77,45.03
2024-08-01 01:22:00+00:00,device-001,25.08,44.78
2024-08-01 01:23:00+00:00,device-001,25.09,43.12
2024-08-01 01:24:00+00:00,device-001,24.62,45.11
2024-08-01 01:25:00+00:00,device-001,25.05,46.31
2024-08-01 01:26:00+00:00,device-001,25.03,46.03
2024-08-01 01:27:00+00:00,device-001,24.77,44.87
2024-08-01 01:28:00+00:00,device-001,24.22,45.42
2024-08-01 01:29:00+00:00,device-001,24.55,45.0
2024-08-01 01:30:00+00:00,device-001,24.76,44.85
2024-08-01 01:31:00+00:00,device-001,24.27,44.91
2024-08-01 01:32:00+00:00,device-001,25.24,46.08
2024-08-01 01:33:00+00:00,device-001,24.75,45.52
2024-08-01 01:34:00+00:00,device-001,24.44,45.26
2024-08-01 01:35:00+00:00,device-001,25.12,44.38
2024-08-01 01:36:00+00:00,device-001,24.84,44.61
2024-08-01 01:37:00+00:00,device-001,24.64,44.04
2024-08-01 01:38:00+00:00,device-001,24.86,44.68
2024-08-01 01:39:00+00:00,device-001,25.11,45.41
2024-08-01 01:40:00+00:00,device-001,25.1,44.57
2024-08-01 01:41:00+00:00,device-001,24.67,44.27
2024-08-01 01:42:00+00:00,device-001,24.49,44.86
2024-08-01 01:43:00+00:00,device-001,24.21,45.68
2024-08-01 01:44:00+00:00,device-001,24.5,45.15
2024-08-01 01:45:00+00:00,device-001,24.44,46.17
2024-08-01 01:46:00+00:00,device-001,24.08,44.71
2024-08-01 01:47:00+00:00,device-001,24.71,45.27
2024-08-01 01:48:00+00:00,device-001,24.92,45.03
2024-08-01 01:49:00+00:00,device-001,24.78,44.74
2024-08-01 01:50:00+00:00,device-001,25.02,44.47
2024-08-01 01:51:00+00:00,device-001,24.46,44.74
2024-08-01 01:52:00+00:00,device-001,23.86,45.07
2024-08-01 01:53:00+00:00,device-001,24.93,45.08
2024-08-01 01:54:00+00:00,device-001,24.34,44.71
2024-08-01 01:55:00+00:00,device-001,24.12,43.95
2024-08-01 01:56:00+00:00,device-001,24.42,45.66
2024-08-01 01:57:00+00:00,device-001,24.58,45.22
2024-08-01 01:58:00+00:00,device-001,24.47,45.42
2024-08-01 01:59:00+00:00,device-001,23.7,46.51
2024-08-01 02:00:00+00:00,device-001,24.81,43.95
2024-08-01 02:01:00+00:00,device-001,24.38,44.56
2024-08-01 02:02:00+00:00,device-001,24.2,45.54
2024-08-01 02:03:00+00:00,device-001,24.48,44.82
2024-08-01 02:04:00+00:00,device-001,24.4,43.83
2024-08-01 02:05:00+00:00,device-001,24.14,44.35
2024-08-01 02:06:00+00:00,device-001,24.9,44.78
2024-08-01 02:07:00+00:00,device-001,23.84,43.84
2024-08-01 02:08:00+00:00,device-001,24.46,45.36
2024-08-01 02:09:00+00:00,device-001,24.16,44.98
2024-08-01 02:10:00+00:00,device-001,24.47,45.25
2024-08-01 02:11:00+00:00,device-001,24.35,45.01
2024-08-01 02:12:00+00:00,device-001,23.88,44.76
2024-08-01 02:13:00+00:00,device-001,24.4,44.36
2024-08-01 02:14:00+00:00,device-001,24.72,44.89
2024-08-01 02:15:00+00:00,device-001,23.9,44.87
2024-08-01 02:16:00+00:00,device-001,24.08,44.17
2024-08-01 02:17:00+00:00,device-001,24.52,44.39
2024-08-01 02:18:00+00:00,device-001,24.08,43.86
2024-08-01 02:19:00+00:00,device-001,24.13,44.76
2024-08-01 02:20:00+00:00,device-001,24.26,45.04
2024-08-01 02:21:00+00:00,device-001,23.77,44.76
2024-08-01 02:22:00+00:00,device-001,24.28,45.75
2024-08-01 02:23:00+00:00,device-001,23.29,43.74
2024-08-01 02:24:00+00:00,device-001,24.02,45.05
2024-08-01 02:25:00+00:00,device-001,23.43,44.14
2024-08-01 02:26:00+00:00,device-001,23.91,43.99
2024-08-01 02:27:00+00:00,device-001,23.68,44.79
2024-08-01 02:28:00+00:00,device-001,23.99,44.08
2024-08-01 02:29:00+00:00,device-001,23.86,44.83
2024-08-01 02:30:00+00:00,device-001,23.55,44.76
2024-08-01 02:31:00+00:00,device-001,24.27,44.56
2024-08-01 02:32:00+00:00,device-001,23.29,44.12
2024-08-01 02:33:00+00:00,device-001,23.8,43.52
2024-08-01 02:34:00+00:00,device-001,23.56,44.65
2024-08-01 02:35:00+00:00,device-001,24.07,43.7
2024-08-01 02:36:00+00:00,device-001,23.47,44.37
2024-08-01 02:37:00+00:00,device-001,23.87,44.16
2024-08-01 02:38:00+00:00,device-001,23.97,44.07
2024-08-01 02:39:00+00:00,device-001,23.36,42.98
2024-08-01 02:40:00+00:00,device-001,23.2,44.41
2024-08-01 02:41:00+00:00,device-001,24.03,44.41
2024-08-01 02:42:00+00:00,device-001,23.2,43.54
2024-08-01 02:43:00+00:00,device-001,24.18,44.42
2024-08-01 02:44:00+00:00,device-001,23.51,44.16
2024-08-01 02:45:00+00:00,device-001,23.57,44.16
2024-08-01 02:46:00+00:00,device-001,23.48,44.44
2024-08-01 02:47:00+00:00,device-001,23.64,43.86
2024-08-01 02:48:00+00:00,device-001,23.62,44.25
2024-08-01 02:49:00+00:00,device-001,23.75,44.65
2024-08-01 02:50:00+00:00,device-001,23.93,44.54
2024-08-01 02:51:00+00:00,device-001,23.19,43.97
2024-08-01 02:52:00+00:00,device-001,23.16,44.33
2024-08-01 02:53:00+00:00,device-001,23.49,44.18
2024-08-01 02:54:00+00:00,device-001,22.94,44.09
2024-08-01 02:55:00+00:00,device-001,23.68,44.7
2024-08-01 02:56:00+00:00,device-001,22.88,44.24
2024-08-01 02:57:00+00:00,device-001,23.84,45.0
2024-08-01 02:58:00+00:00,device-001,23.37,44.39
2024-08-01 02:59:00+00:00,device-001,23.32,45.13
2024-08-01 03:00:00+00:00,device-001,23.95,43.58
2024-08-01 03:01:00+00:00,device-001,22.98,45.27
2024-08-01 03:02:00+00:00,device-001,23.74,43.7
2024-08-01 03:03:00+00:00,device-001,22.84,43.87
2024-08-01 03:04:00+00:00,device-001,23.26,44.38
2024-08-01 03:05:00+00:00,device-001,23.68,44.43
2024-08-01 03:06:00+00:00,device-001,23.28,44.52
2024-08-01 03:07:00+00:00,device-001,23.46,44.45
2024-08-01 03:08:00+00:00,device-001,23.38,44.21
2024-08-01 03:09:00+00:00,device-001,23.08,43.64
2024-08-01 03:10:00+00:00,device-001,22.76,44.14
2024-08-01 03:11:00+00:00,device-001,23.34,43.96
2024-08-01 03:12:00+00:00,device-001,22.46,44.67
2024-08-01 03:13:00+00:00,device-001,22.76,44.21
2024-08-01 03:14:00+00:00,device-001,22.91,44.31
2024-08-01 03:15:00+00:00,device-001,23.56,43.37
2024-08-01 03:16:00+00:00,device-001,23.01,44.07
2024-08-01 03:17:00+00:00,device-001,22.92,44.0
2024-08-01 03:18:00+00:00,device-001,22.87,44.61
2024-08-01 03:19:00+00:00,device-001,22.77,44.11
2024-08-01 03:20:00+00:00,device-001,22.92,44.5
2024-08-01 03:21:00+00:00,device-001,23.04,45.04
2024-08-01 03:22:00+00:00,device-001,22.74,45.26
2024-08-01 03:23:00+00:00,device-001,23.19,43.52
2024-08-01 03:24:00+00:00,device-001,23.02,44.61
2024-08-01 03:25:00+00:00,device-001,22.93,43.62
2024-08-01 03:26:00+00:00,device-001,23.04,44.16
2024-08-01 03:27:00+00:00,device-001,22.93,43.74
2024-08-01 03:28:00+00:00,device-001,22.71,43.42
2024-08-01 03:29:00+00:00,device-001,23.06,43.49
2024-08-01 03:30:00+00:00,device-001,22.5,43.8
2024-08-01 03:31:00+00:00,device-001,22.74,43.55
2024-08-01 03:32:00+00:00,device-001,22.82,42.98
2024-08-01 03:33:00+00:00,device-001,23.11,43.19
2024-08-01 03:34:00+00:00,device-001,22.81,44.7
2024-08-01 03:35:00+00:00,device-001,22.79,43.98
2024-08-01 03:36:00+00:00,device-001,22.76,45.01
2024-08-01 03:37:00+00:00,device-001,23.41,43.24
2024-08-01 03:38:00+00:00,device-001,23.22,43.84
2024-08-01 03:39:00+00:00,device-001,22.34,43.25
2024-08-01 03:40:00+00:00,device-001,22.84,44.0
2024-08-01 03:41:00+00:00,device-001,23.05,44.4
2024-08-01 03:42:00+00:00,device-001,22.83,43.42
2024-08-01 03:43:00+00:00,device-001,22.54,44.73
2024-08-01 03:44:00+00:00,device-001,22.48,44.77
2024-08-01 03:45:00+00:00,device-001,22.51,43.3
2024-08-01 03:46:00+00:00,device-001,22.57,43.82
2024-08-01 03:47:00+00:00,device-001,23.17,43.27
2024-08-01 03:48:00+00:00,device-001,22.48,43.7
2024-08-01 03:49:00+00:00,device-001,22.29,43.43
2024-08-01 03:50:00+00:00,device-001,22.87,43.79
2024-08-01 03:51:00+00:00,device-001,22.66,43.27
2024-08-01 03:52:00+00:00,device-001,22.55,44.42
2024-08-01 03:53:00+00:00,device-001,22.53,43.7
2024-08-01 03:54:00+00:00,device-001,22.77,44.05
2024-08-01 03:55:00+00:00,device-001,22.85,43.3
2024-08-01 03:56:00+00:00,device-001,22.91,43.34
2024-08-01 03:57:00+00:00,device-001,22.81,43.3
2024-08-01 03:58:00+00:00,device-001,23.28,44.16
2024-08-01 03:59:00+00:00,device-001,22.6,44.0
2024-08-01 04:00:00+00:00,device-001,22.8,43.44
2024-08-01 04:01:00+00:00,device-001,22.5,44.19
2024-08-01 04:02:00+00:00,device-001,22.72,43.54
2024-08-01 04:03:00+00:00,device-001,22.74,43.73
2024-08-01 04:04:00+00:00,device-001,23.2,44.13
2024-08-01 04:05:00+00:00,device-001,22.83,43.61
2024-08-01 04:06:00+00:00,device-001,23.0,43.53
2024-08-01 04:07:00+00:00,device-001,22.81,43.27
2024-08-01 04:08:00+00:00,device-001,22.82,43.05
2024-08-01 04:09:00+00:00,device-001,23.02,43.87
2024-08-01 04:10:00+00:00,device-001,22.53,43.51
2024-08-01 04:11:00+00:00,device-001,22.68,42.9
2024-08-01 04:12:00+00:00,device-001,22.94,44.12
2024-08-01 04:13:00+00:00,device-001,22.69,43.94
2024-08-01 04:14:00+00:00,device-001,22.8,42.98
2024-08-01 04:15:00+00:00,device-001,22.8,43.36
2024-08-01 04:16:00+00:00,device-001,22.71,44.07
2024-08-01 04:17:00+00:00,device-001,23.23,43.3
2024-08-01 04:18:00+00:00,device-001,22.39,44.13
2024-08-01 04:19:00+00:00,device-001,22.65,43.22
2024-08-01 04:20:00+00:00,device-001,22.8,44.46
2024-08-01 04:21:00+00:00,device-001,22.82,43.37
2024-08-01 04:22:00+00:00,device-001,22.77,43.91
2024-08-01 04:23:00+00:00,device-001,23.06,43.74
2024-08-01 04:24:00+00:00,device-001,23.28,43.28
2024-08-01 04:25:00+00:00,device-001,22.67,44.36
2024-08-01 04:26:00+00:00,device-001,22.92,43.43
2024-08-01 04:27:00+00:00,device-001,23.13,43.49
2024-08-01 04:28:00+00:00,device-001,23.17,44.2
2024-08-01 04:29:00+00:00,device-001,23.37,43.65
2024-08-01 04:30:00+00:00,device-001,22.98,43.06
2024-08-01 04:31:00+00:00,device-001,22.51,43.46
2024-08-01 04:32:00+00:00,device-001,23.42,44.06
2024-08-01 04:33:00+00:00,device-001,23.61,42.79
2024-08-01 04:34:00+00:00,device-001,22.51,44.68
2024-08-01 04:35:00+00:00,device-001,22.84,43.03
2024-08-01 04:36:00+00:00,device-001,22.72,42.87
2024-08-01 04:37:00+00:00,device-001,22.93,43.39
2024-08-01 04:38:00+00:00,device-001,23.1,43.53
2024-08-01 04:39:00+00:00,device-001,22.92,44.21
2024-08-01 04:40:00+00:00,device-001,22.89,43.33
2024-08-01 04:41:00+00:00,device-001,23.2,44.35
2024-08-01 04:42:00+00:00,device-001,23.4,43.14
2024-08-01 04:43:00+00:00,device-001,22.75,42.89
2024-08-01 04:44:00+00:00,device-001,23.23,43.82
2024-08-01 04:45:00+00:00,device-001,22.98,43.97
2024-08-01 04:46:00+00:00,device-001,22.68,43.07
2024-08-01 04:47:00+00:00,device-001,23.35,43.74
2024-08-01 04:48:00+00:00,device-001,23.41,43.57
2024-08-01 04:49:00+00:00,device-001,23.31,43.44
2024-08-01 04:50:00+00:00,device-001,22.74,42.92
2024-08-01 04:51:00+00:00,device-001,23.41,42.18
2024-08-01 04:52:00+00:00,device-001,23.26,43.65
2024-08-01 04:53:00+00:00,device-001,23.34,43.3
2024-08-01 04:54:00+00:00,device-001,22.98,43.07
2024-08-01 04:55:00+00:00,device-001,23.31,43.71
2024-08-01 04:56:00+00:00,device-001,23.64,44.2
2024-08-01 04:57:00+00:00,device-001,23.45,43.37
2024-08-01 04:58:00+00:00,device-001,24.06,43.06
2024-08-01 04:59:00+00:00,device-001,22.96,43.94
2024-08-01 05:00:00+00:00,device-001,23.35,43.29
2024-08-01 05:01:00+00:00,device-001,23.46,42.94
2024-08-01 05:02:00+00:00,device-001,23.62,42.89
2024-08-01 05:03:00+00:00,device-001,23.75,42.73
2024-08-01 05:04:00+00:00,device-001,23.34,43.27
2024-08-01 05:05:00+00:00,device-001,23.43,43.35
2024-08-01 05:06:00+00:00,device-001,24.0,43.38
2024-08-01 05:07:00+00:00,device-001,23.5,43.5
2024-08-01 05:08:00+00:00,device-001,24.1,44.1
2024-08-01 05:09:00+00:00,device-001,23.94,42.63
2024-08-01 05:10:00+00:00,device-001,23.27,43.38
2024-08-01 05:11:00+00:00,device-001,23.18,42.6
2024-08-01 05:12:00+00:00,device-001,24.16,43.25
2024-08-01 05:13:00+00:00,device-001,24.14,43.9
2024-08-01 05:14:00+00:00,device-001,23.58,42.12
2024-08-01 05:15:00+00:00,device-001,23.78,43.17
2024-08-01 05:16:00+00:00,device-001,23.6,43.38
2024-08-01 05:17:00+00:00,device-001,24.07,43.49
2024-08-01 05:18:00+00:00,device-001,24.01,43.94
2024-08-01 05:19:00+00:00,device-001,23.79,44.24
2024-08-01 05:20:00+00:00,device-001,23.43,44.06
2024-08-01 05:21:00+00:00,device-001,24.0,43.36
2024-08-01 05:22:00+00:00,device-001,24.01,43.8
2024-08-01 05:23:00+00:00,device-001,24.31,44.55
2024-08-01 05:24:00+00:00,device-001,23.76,43.48
2024-08-01 05:25:00+00:00,device-001,23.58,43.66
2024-08-01 05:26:00+00:00,device-001,23.89,43.02
2024-08-01 05:27:00+00:00,device-001,23.31,43.9
2024-08-01 05:28:00+00:00,device-001,24.45,43.54
2024-08-01 05:29:00+00:00,device-001,24.36,43.62
2024-08-01 05:30:00+00:00,device-001,23.93,42.9
2024-08-01 05:31:00+00:00,device-001,23.88,44.09
2024-08-01 05:32:00+00:00,device-001,24.26,43.64
2024-08-01 05:33:00+00:00,device-001,24.5,43.87
2024-08-01 05:34:00+00:00,device-001,24.2,43.09
2024-08-01 05:35:00+00:00,device-001,24.39,43.75
2024-08-01 05:36:00+00:00,device-001,24.25,44.37
2024-08-01 05:37:00+00:00,device-001,24.02,42.78
2024-08-01 05:38:00+00:00,device-001,24.17,43.88
2024-08-01 05:39:00+00:00,device-001,24.43,44.0
2024-08-01 05:40:00+00:00,device-001,23.65,42.79
2024-08-01 05:41:00+00:00,device-001,23.99,43.31
2024-08-01 05:42:00+00:00,device-001,24.41,43.5
2024-08-01 05:43:00+00:00,device-001,24.61,43.18
2024-08-01 05:44:00+00:00,device-001,24.04,43.47
2024-08-01 05:45:00+00:00,device-001,24.06,43.67
2024-08-01 05:46:00+00:00,device-001,24.37,43.49
2024-08-01 05:47:00+00:00,device-001,24.3,43.27
2024-08-01 05:48:00+00:00,device-001,23.84,43.68
2024-08-01 05:49:00+00:00,device-001,24.49,43.5
2024-08-01 05:50:00+00:00,device-001,24.09,43.81
2024-08-01 05:51:00+00:00,device-001,24.84,43.1
2024-08-01 05:52:00+00:00,device-001,24.48,43.32
2024-08-01 05:53:00+00:00,device-001,24.56,43.28
2024-08-01 05:54:00+00:00,device-001,24.76,43.67
2024-08-01 05:55:00+00:00,device-001,24.74,43.21
2024-08-01 05:56:00+00:00,device-001,24.36,43.86
2024-08-01 05:57:00+00:00,device-001,24.6,43.44
2024-08-01 05:58:00+00:00,device-001,24.34,42.9
2024-08-01 05:59:00+00:00,device-001,24.6,43.84
2024-08-01 06:00:00+00:00,device-001,24.42,44.1
2024-08-01 06:01:00+00:00,device-001,24.08,43.84
2024-08-01 06:02:00+00:00,device-001,24.16,44.11
2024-08-01 06:03:00+00:00,device-001,25.17,43.21
2024-08-01 06:04:00+00:00,device-001,24.54,42.95
2024-08-01 06:05:00+00:00,device-001,24.66,42.84
2024-08-01 06:06:00+00:00,device-001,24.27,43.95
2024-08-01 06:07:00+00:00,device-001,24.99,44.28
2024-08-01 06:08:00+00:00,device-001,25.2,43.47
2024-08-01 06:09:00+00:00,device-001,24.55,44.3
2024-08-01 06:10:00+00:00,device-001,24.85,44.18
2024-08-01 06:11:00+00:00,device-001,24.9,43.44
2024-08-01 06:12:00+00:00,device-001,24.46,42.9
2024-08-01 06:13:00+00:00,device-001,25.24,44.6
2024-08-01 06:14:00+00:00,device-001,24.43,43.45
2024-08-01 06:15:00+00:00,device-001,24.54,43.57
2024-08-01 06:16:00+00:00,device-001,25.11,43.71
2024-08-01 06:17:00+00:00,device-001,25.17,43.33
2024-08-01 06:18:00+00:00,device-001,24.6,43.82
2024-08-01 06:19:00+00:00,device-001,24.96,43.7
2024-08-01 06:20:00+00:00,device-001,24.67,43.71
2024-08-01 06:21:00+00:00,device-001,24.56,43.51
2024-08-01 06:22:00+00:00,device-001,24.63,43.75
2024-08-01 06:23:00+00:00,device-001,24.73,43.36
2024-08-01 06:24:00+00:00,device-001,24.43,44.1
2024-08-01 06:25:00+00:00,device-001,24.75,43.42
2024-08-01 06:26:00+00:00,device-001,24.73,44.17
2024-08-01 06:27:00+00:00,device-001,24.5,43.29
2024-08-01 06:28:00+00:00,device-001,24.58,43.82
2024-08-01 06:29:00+00:00,device-001,24.73,43.31
2024-08-01 06:30:00+00:00,device-001,24.8,43.88
2024-08-01 06:31:00+00:00,device-001,24.76,43.7
2024-08-01 06:32:00+00:00,device-001,24.76,44.4
2024-08-01 06:33:00+00:00,device-001,24.57,44.55
2024-08-01 06:34:00+00:00,device-001,24.91,43.59
2024-08-01 06:35:00+00:00,device-001,24.77,44.14
2024-08-01 06:36:00+00:00,device-001,24.51,44.21
2024-08-01 06:37:00+00:00,device-001,24.52,43.75
2024-08-01 06:38:00+00:00,device-001,23.95,43.78
2024-08-01 06:39:00+00:00,device-001,25.35,43.09
2024-08-01 06:40:00+00:00,device-001,25.19,43.86
2024-08-01 06:41:00+00:00,device-001,23.97,43.46
2024-08-01 06:42:00+00:00,device-001,24.74,44.04
2024-08-01 06:43:00+00:00,device-001,24.32,44.27
2024-08-01 06:44:00+00:00,device-001,25.06,43.93
2024-08-01 06:45:00+00:00,device-001,24.42,43.81
2024-08-01 06:46:00+00:00,device-001,25.24,44.36
2024-08-01 06:47:00+00:00,device-001,24.32,44.23
2024-08-01 06:48:00+00:00,device-001,24.72,43.65
2024-08-01 06:49:00+00:00,device-001,24.75,43.39
2024-08-01 06:50:00+00:00,device-001,25.46,44.47
2024-08-01 06:51:00+00:00,device-001,24.52,44.02
2024-08-01 06:52:00+00:00,device-001,24.67,44.3
2024-08-01 06:53:00+00:00,device-001,25.22,43.9
2024-08-01 06:54:00+00:00,device-001,24.35,43.67
2024-08-01 06:55:00+00:00,device-001,24.49,43.96
2024-08-01 06:56:00+00:00,device-001,24.88,44.2
2024-08-01 06:57:00+00:00,device-001,24.22,43.48
2024-08-01 06:58:00+00:00,device-001,24.69,44.48
2024-08-01 06:59:00+00:00,device-001,24.72,44.08
2024-08-01 07:00:00+00:00,device-001,24.38,42.84
2024-08-01 07:01:00+00:00,device-001,24.28,43.72
2024-08-01 07:02:00+00:00,device-001,24.21,44.13
2024-08-01 07:03:00+00:00,device-001,24.76,44.08
2024-08-01 07:04:00+00:00,device-001,24.64,43.9
2024-08-01 07:05:00+00:00,device-001,24.29,44.83
2024-08-01 07:06:00+00:00,device-001,24.32,43.82
2024-08-01 07:07:00+00:00,device-001,24.6,44.19
2024-08-01 07:08:00+00:00,device-001,24.27,43.16
2024-08-01 07:09:00+00:00,device-001,24.61,43.66
2024-08-01 07:10:00+00:00,device-001,24.59,44.16
2024-08-01 07:11:00+00:00,device-001,24.53,43.48
2024-08-01 07:12:00+00:00,device-001,24.72,44.0
2024-08-01 07:13:00+00:00,device-001,24.59,43.95
2024-08-01 07:14:00+00:00,device-001,24.03,43.75
2024-08-01 07:15:00+00:00,device-001,24.22,43.8
2024-08-01 07:16:00+00:00,device-001,24.69,44.53
2024-08-01 07:17:00+00:00,device-001,23.91,45.45
2024-08-01 07:18:00+00:00,device-001,24.18,43.9
2024-08-01 07:19:00+00:00,device-001,24.36,44.37
2024-08-01 07:20:00+00:00,device-001,24.22,44.58
2024-08-01 07:21:00+00:00,device-001,24.12,45.02
2024-08-01 07:22:00+00:00,device-001,24.25,43.77
2024-08-01 07:23:00+00:00,device-001,24.9,43.86
2024-08-01 07:24:00+00:00,device-001,24.27,45.04
2024-08-01 07:25:00+00:00,device-001,24.75,43.79
2024-08-01 07:26:00+00:00,device-001,24.12,44.0
2024-08-01 07:27:00+00:00,device-001,24.26,43.89
2024-08-01 07:28:00+00:00,device-001,23.7,44.53
2024-08-01 07:29:00+00:00,device-001,24.22,44.83
2024-08-01 07:30:00+00:00,device-001,23.78,43.52
2024-08-01 07:31:00+00:00,device-001,24.08,43.14
2024-08-01 07:32:00+00:00,device-001,24.38,44.61
2024-08-01 07:33:00+00:00,device-001,24.13,44.31
2024-08-01 07:34:00+00:00,device-001,24.32,44.08
2024-08-01 07:35:00+00:00,device-001,24.13,44.41
2024-08-01 07:36:00+00:00,device-001,24.0,45.27
2024-08-01 07:37:00+00:00,device-001,24.17,44.7
2024-08-01 07:38:00+00:00,device-001,24.57,44.4
2024-08-01 07:39:00+00:00,device-001,23.58,43.85
2024-08-01 07:40:00+00:00,device-001,23.81,44.79
2024-08-01 07:41:00+00:00,device-001,24.0,43.69
2024-08-01 07:42:00+00:00,device-001,24.02,45.24
2024-08-01 07:43:00+00:00,device-001,23.95,43.63
2024-08-01 07:44:00+00:00,device-001,24.35,43.81
2024-08-01 07:45:00+00:00,device-001,24.47,44.55
2024-08-01 07:46:00+00:00,device-001,23.46,44.6
2024-08-01 07:47:00+00:00,device-001,23.74,44.54
2024-08-01 07:48:00+00:00,device-001,24.24,44.08
2024-08-01 07:49:00+00:00,device-001,24.22,44.8
2024-08-01 07:50:00+00:00,device-001,23.68,44.35
2024-08-01 07:51:00+00:00,device-001,23.4,45.24
2024-08-01 07:52:00+00:00,device-001,23.58,44.59
2024-08-01 07:53:00+00:00,device-001,23.41,45.33
2024-08-01 07:54:00+00:00,device-001,23.79,44.67
2024-08-01 07:55:00+00:00,device-001,23.8,43.98
2024-08-01 07:56:00+00:00,device-001,23.97,44.3
2024-08-01 07:57:00+00:00,device-001,23.88,44.44
2024-08-01 07:58:00+00:00,device-001,23.03,43.9
2024-08-01 07:59:00+00:00,device-001,23.68,44.08
2024-08-01 08:00:00+00:00,device-001,22.92,44.23
